Date,Released
09/22/10,34
09/23/10,37
09/24/10,17
09/25/10,18
09/26/10,22
09/27/10,47
09/28/10,32
09/29/10,27
09/30/10,33
10/01/10,21
10/02/10,16
10/03/10,22
10/04/10,23
10/05/10,20
10/06/10,25
10/07/10,33
10/08/10,20
10/09/10,24
10/10/10,35
10/11/10,23
10/12/10,26
10/13/10,30
10/14/10,38
10/15/10,20
10/16/10,20
10/17/10,29
10/18/10,30
10/19/10,38
10/20/10,40
10/21/10,35
10/22/10,26
10/23/10,17
10/24/10,27
10/25/10,34
10/26/10,43
10/27/10,24
10/28/10,45
10/29/10,35
10/30/10,25
10/31/10,25
11/01/10,34
11/02/10,38
11/03/10,25
11/04/10,33
11/05/10,30
11/06/10,17
11/07/10,29
11/08/10,35
11/09/10,33
11/10/10,29
11/11/10,29
11/12/10,36
11/13/10,26
11/14/10,31
11/15/10,35
11/16/10,36
11/17/10,33
11/18/10,39
11/19/10,32
11/20/10,21
11/21/10,22
11/22/10,28
11/23/10,29
11/24/10,30
11/25/10,20
11/26/10,20
11/27/10,24
11/28/10,24
11/29/10,33
11/30/10,31
12/01/10,33
12/02/10,16
12/03/10,22
12/04/10,17
12/05/10,17
12/06/10,34
12/07/10,41
12/08/10,31
12/09/10,24
12/10/10,27
12/11/10,12
12/12/10,18
12/13/10,37
12/14/10,31
12/15/10,25
12/16/10,35
12/17/10,15
12/18/10,17
12/19/10,35
12/20/10,30
12/21/10,36
12/22/10,30
12/23/10,22
12/24/10,14
12/25/10,11
12/26/10,15
12/27/10,19
12/28/10,15
12/29/10,29
12/30/10,23
12/31/10,21
01/01/11,27
01/02/11,21
01/03/11,22
01/04/11,30
01/05/11,37
01/06/11,39
01/07/11,34
01/08/11,22
01/09/11,32
01/10/11,27
01/11/11,55
01/12/11,40
01/13/11,31
01/14/11,35
01/15/11,25
01/16/11,20
01/17/11,35
01/18/11,23
01/19/11,33
01/20/11,32
01/21/11,29
01/22/11,20
01/23/11,28
01/24/11,42
01/25/11,40
01/26/11,45
01/27/11,36
01/28/11,22
01/29/11,18
01/30/11,35
01/31/11,47
02/01/11,41
02/02/11,37
02/03/11,26
02/04/11,26
02/05/11,29
02/06/11,17
02/07/11,31
02/08/11,55
02/09/11,45
02/10/11,28
02/11/11,35
02/12/11,18
02/13/11,32
02/14/11,36
02/15/11,36
02/16/11,46
02/17/11,39
02/18/11,26
02/19/11,24
02/20/11,35
02/21/11,39
02/22/11,40
02/23/11,42
02/24/11,23
02/25/11,48
02/26/11,37
02/27/11,34
02/28/11,40
03/01/11,35
03/02/11,33
03/03/11,31
03/04/11,26
03/05/11,25
03/06/11,35
03/07/11,39
03/08/11,33
03/09/11,31
03/10/11,68
03/11/11,21
03/12/11,18
03/13/11,27
03/14/11,30
03/15/11,41
03/16/11,31
03/17/11,45
03/18/11,26
03/19/11,22
03/20/11,21
03/21/11,34
03/22/11,45
03/23/11,31
03/24/11,36
03/25/11,38
03/26/11,20
03/27/11,33
03/28/11,40
03/29/11,37
03/30/11,38
03/31/11,41
04/01/11,25
04/02/11,20
04/03/11,26
04/04/11,31
04/05/11,46
04/06/11,29
04/07/11,35
04/08/11,19
04/09/11,27
04/10/11,43
04/11/11,42
04/12/11,40
04/13/11,38
04/14/11,33
04/15/11,23
04/16/11,28
04/17/11,34
04/18/11,33
04/19/11,37
04/20/11,40
04/21/11,47
04/22/11,38
04/23/11,16
04/24/11,26
04/25/11,36
04/26/11,39
04/27/11,26
04/28/11,37
04/29/11,37
04/30/11,23
05/01/11,28
05/02/11,44
05/03/11,44
05/04/11,32
05/05/11,35
05/06/11,36
05/07/11,26
05/08/11,29
05/09/11,44
05/10/11,40
05/11/11,35
05/12/11,37
05/13/11,42
05/14/11,26
05/15/11,25
05/16/11,58
05/17/11,38
05/18/11,48
05/19/11,41
05/20/11,34
05/21/11,24
05/22/11,42
05/23/11,28
05/24/11,54
05/25/11,36
05/26/11,43
05/27/11,36
05/28/11,17
05/29/11,30
05/30/11,44
05/31/11,36
06/01/11,53
06/02/11,38
06/03/11,23
06/04/11,30
06/05/11,24
06/06/11,37
06/07/11,27
06/08/11,40
06/09/11,34
06/10/11,33
06/11/11,27
06/12/11,32
06/13/11,25
06/14/11,37
06/15/11,36
06/16/11,45
06/17/11,27
06/18/11,17
06/19/11,18
06/20/11,41
06/21/11,35
06/22/11,30
06/23/11,38
06/24/11,40
06/25/11,12
06/26/11,31
06/27/11,36
06/28/11,42
06/29/11,46
06/30/11,36
07/01/11,40
07/02/11,23
07/03/11,27
07/04/11,36
07/05/11,46
07/06/11,46
07/07/11,32
07/08/11,24
07/09/11,29
07/10/11,15
07/11/11,41
07/12/11,42
07/13/11,37
07/14/11,38
07/15/11,31
07/16/11,25
07/17/11,29
07/18/11,34
07/19/11,36
07/20/11,35
07/21/11,38
07/22/11,24
07/23/11,29
07/24/11,18
07/25/11,32
07/26/11,44
07/27/11,34
07/28/11,32
07/29/11,20
07/30/11,23
07/31/11,29
08/01/11,17
08/02/11,44
08/03/11,39
08/04/11,36
08/05/11,25
08/06/11,13
08/07/11,33
08/08/11,32
08/09/11,39
08/10/11,54
08/11/11,39
08/12/11,27
08/13/11,24
08/14/11,27
08/15/11,36
08/16/11,37
08/17/11,28
08/18/11,28
08/19/11,39
08/20/11,26
08/21/11,25
08/22/11,34
08/23/11,36
08/24/11,42
08/25/11,49
08/26/11,26
08/27/11,19
08/28/11,31
08/29/11,35
08/30/11,33
08/31/11,32
09/01/11,40
09/02/11,40
09/03/11,24
09/04/11,23
09/05/11,49
09/06/11,36
09/07/11,38
09/08/11,38
09/09/11,41
09/10/11,36
09/11/11,33
09/12/11,43
09/13/11,41
09/14/11,52
09/15/11,48
09/16/11,36
09/17/11,37
09/18/11,21
09/19/11,40
09/20/11,43
09/21/11,43
09/22/11,43
09/23/11,35
09/24/11,22
09/25/11,26
09/26/11,39
09/27/11,39
09/28/11,35
09/29/11,36
09/30/11,36
10/01/11,18
10/02/11,24
10/03/11,41
10/04/11,35
10/05/11,36
10/06/11,30
10/07/11,39
10/08/11,27
10/09/11,19
10/10/11,32
10/11/11,38
10/12/11,48
10/13/11,38
10/14/11,42
10/15/11,21
10/16/11,31
10/17/11,52
10/18/11,38
10/19/11,47
10/20/11,42
10/21/11,35
10/22/11,29
10/23/11,41
10/24/11,38
10/25/11,44
10/26/11,42
10/27/11,52
10/28/11,37
10/29/11,21
10/30/11,32
10/31/11,37
11/01/11,36
11/02/11,46
11/03/11,39
11/04/11,36
11/05/11,22
11/06/11,29
11/07/11,33
11/08/11,40
11/09/11,38
11/10/11,51
11/11/11,39
11/12/11,21
11/13/11,31
11/14/11,40
11/15/11,44
11/16/11,51
11/17/11,43
11/18/11,36
11/19/11,29
11/20/11,26
11/21/11,51
11/22/11,41
11/23/11,58
11/24/11,34
11/25/11,20
11/26/11,26
11/27/11,21
11/28/11,30
11/29/11,47
11/30/11,62
12/01/11,36
12/02/11,43
12/03/11,33
12/04/11,31
12/05/11,41
12/06/11,45
12/07/11,46
12/08/11,58
12/09/11,43
12/10/11,20
12/11/11,24
12/12/11,37
12/13/11,43
12/14/11,48
12/15/11,51
12/16/11,36
12/17/11,25
12/18/11,21
12/19/11,32
12/20/11,30
12/21/11,36
12/22/11,27
12/23/11,30
12/24/11,17
12/25/11,11
12/26/11,15
12/27/11,27
12/28/11,33
12/29/11,29
12/30/11,31
12/31/11,18
01/01/12,18
01/02/12,39
01/03/12,42
01/04/12,44
01/05/12,54
01/06/12,35
01/07/12,21
01/08/12,25
01/09/12,44
01/10/12,43
01/11/12,37
01/12/12,30
01/13/12,32
01/14/12,33
01/15/12,30
01/16/12,45
01/17/12,48
01/18/12,51
01/19/12,38
01/20/12,54
01/21/12,32
01/22/12,44
01/23/12,51
01/24/12,45
01/25/12,56
01/26/12,60
01/27/12,44
01/28/12,36
01/29/12,35
01/30/12,52
01/31/12,53
02/01/12,68
02/02/12,39
02/03/12,32
02/04/12,33
02/05/12,48
02/06/12,59
02/07/12,51
02/08/12,40
02/09/12,56
02/10/12,45
02/11/12,28
02/12/12,38
02/13/12,55
02/14/12,56
02/15/12,42
02/16/12,46
02/17/12,36
02/18/12,32
02/19/12,45
02/20/12,46
02/21/12,67
02/22/12,77
02/23/12,73
02/24/12,59
02/25/12,38
02/26/12,51
02/27/12,48
02/28/12,47
02/29/12,59
03/01/12,50
03/02/12,56
03/03/12,26
03/04/12,31
03/05/12,49
03/06/12,67
03/07/12,42
03/08/12,60
03/09/12,40
03/10/12,27
03/11/12,29
03/12/12,42
03/13/12,49
03/14/12,51
03/15/12,46
03/16/12,57
03/17/12,30
03/18/12,40
03/19/12,53
03/20/12,78
03/21/12,62
03/22/12,43
03/23/12,53
03/24/12,29
03/25/12,36
03/26/12,48
03/27/12,55
03/28/12,50
03/29/12,56
03/30/12,52
03/31/12,40
04/01/12,40
04/02/12,49
04/03/12,55
04/04/12,56
04/05/12,47
04/06/12,56
04/07/12,34
04/08/12,39
04/09/12,61
04/10/12,62
04/11/12,47
04/12/12,51
04/13/12,58
04/14/12,31
04/15/12,31
04/16/12,36
04/17/12,49
04/18/12,60
04/19/12,44
04/20/12,52
04/21/12,58
04/22/12,28
04/23/12,60
04/24/12,55
04/25/12,60
04/26/12,48
04/27/12,44
04/28/12,39
04/29/12,33
04/30/12,53
05/01/12,65
05/02/12,54
05/03/12,49
05/04/12,40
05/05/12,33
05/06/12,33
05/07/12,51
05/08/12,53
05/09/12,58
05/10/12,63
05/11/12,71
05/12/12,34
05/13/12,11
05/14/12,52
05/15/12,60
05/16/12,42
05/17/12,53
05/18/12,47
05/19/12,31
05/20/12,50
05/21/12,56
05/22/12,62
05/23/12,47
05/24/12,58
05/25/12,48
05/26/12,30
05/27/12,44
05/28/12,43
05/29/12,42
05/30/12,55
05/31/12,46
06/01/12,39
06/02/12,32
06/03/12,32
06/04/12,47
06/05/12,49
06/06/12,57
06/07/12,47
06/08/12,53
06/09/12,36
06/10/12,49
06/11/12,36
06/12/12,57
06/13/12,54
06/14/12,44
06/15/12,47
06/16/12,29
06/17/12,30
06/18/12,58
06/19/12,61
06/20/12,47
06/21/12,60
06/22/12,51
06/23/12,35
06/24/12,33
06/25/12,49
06/26/12,52
06/27/12,46
06/28/12,33
06/29/12,40
06/30/12,41
07/01/12,51
07/02/12,48
07/03/12,42
07/04/12,35
07/05/12,64
07/06/12,66
07/07/12,25
07/08/12,40
07/09/12,48
07/10/12,59
07/11/12,44
07/12/12,56
07/13/12,41
07/14/12,28
07/15/12,45
07/16/12,50
07/17/12,42
07/18/12,57
07/19/12,44
07/20/12,46
07/21/12,39
07/22/12,31
07/23/12,47
07/24/12,40
07/25/12,38
07/26/12,35
07/27/12,45
07/28/12,21
07/29/12,33
07/30/12,42
07/31/12,54
08/01/12,38
08/02/12,46
08/03/12,58
08/04/12,20
08/05/12,43
08/06/12,52
08/07/12,53
08/08/12,49
08/09/12,44
08/10/12,37
08/11/12,26
08/12/12,40
08/13/12,37
08/14/12,52
08/15/12,45
08/16/12,35
08/17/12,39
08/18/12,36
08/19/12,31
08/20/12,60
08/21/12,50
08/22/12,71
08/23/12,60
08/24/12,43
08/25/12,26
08/26/12,35
08/27/12,48
08/28/12,40
08/29/12,45
08/30/12,65
08/31/12,33
09/01/12,34
09/02/12,30
09/03/12,40
09/04/12,72
09/05/12,41
09/06/12,46
09/07/12,38
09/08/12,30
09/09/12,36
09/10/12,41
09/11/12,60
09/12/12,39
09/13/12,46
09/14/12,50
09/15/12,48
09/16/12,36
09/17/12,54
09/18/12,47
09/19/12,48
09/20/12,51
09/21/12,52
09/22/12,40
09/23/12,34
09/24/12,51
09/25/12,44
09/26/12,66
09/27/12,58
09/28/12,52
09/29/12,29
09/30/12,25
10/01/12,52
10/02/12,54
10/03/12,64
10/04/12,51
10/05/12,47
10/06/12,35
10/07/12,41
10/08/12,52
10/09/12,50
10/10/12,55
10/11/12,53
10/12/12,44
10/13/12,44
10/14/12,38
10/15/12,45
10/16/12,58
10/17/12,51
10/18/12,47
10/19/12,62
10/20/12,41
10/21/12,30
10/22/12,50
10/23/12,61
10/24/12,62
10/25/12,53
10/26/12,58
10/27/12,35
10/28/12,26
10/29/12,51
10/30/12,51
10/31/12,62
11/01/12,53
11/02/12,68
11/03/12,37
11/04/12,37
11/05/12,54
11/06/12,45
11/07/12,56
11/08/12,51
11/09/12,54
11/10/12,22
11/11/12,35
11/12/12,46
11/13/12,73
11/14/12,67
11/15/12,60
11/16/12,48
11/17/12,34
11/18/12,44
11/19/12,53
11/20/12,49
11/21/12,66
11/22/12,40
11/23/12,50
11/24/12,33
11/25/12,30
11/26/12,53
11/27/12,49
11/28/12,67
11/29/12,65
11/30/12,37
12/01/12,44
12/02/12,32
12/03/12,53
12/04/12,62
12/05/12,50
12/06/12,65
12/07/12,48
12/08/12,40
12/09/12,36
12/10/12,63
12/11/12,74
12/12/12,76
12/13/12,61
12/14/12,46
12/15/12,36
12/16/12,32
12/17/12,66
12/18/12,56
12/19/12,43
12/20/12,65
12/21/12,33
12/22/12,40
12/23/12,32
12/24/12,26
12/25/12,20
12/26/12,38
12/27/12,41
12/28/12,49
12/29/12,33
12/30/12,38
12/31/12,31
01/01/13,26
01/02/13,45
01/03/13,68
01/04/13,48
01/05/13,32
01/06/13,46
01/07/13,70
01/08/13,59
01/09/13,49
01/10/13,57
01/11/13,56
01/12/13,51
01/13/13,42
01/14/13,65
01/15/13,64
01/16/13,59
01/17/13,65
01/18/13,34
01/19/13,41
01/20/13,46
01/21/13,49
01/22/13,72
01/23/13,66
01/24/13,64
01/25/13,61
01/26/13,36
01/27/13,51
01/28/13,55
01/29/13,60
01/30/13,42
01/31/13,9
02/01/13,9
02/02/13,60
02/03/13,78
02/04/13,67
02/05/13,72
02/06/13,74
02/07/13,61
02/08/13,68
02/09/13,29
02/10/13,44
02/11/13,60
02/12/13,60
02/13/13,64
02/14/13,66
02/15/13,56
02/16/13,52
02/17/13,52
02/18/13,66
02/19/13,75
02/20/13,71
02/21/13,72
02/22/13,73
02/23/13,46
02/24/13,48
02/25/13,71
02/26/13,75
02/27/13,65
02/28/13,65
03/01/13,57
03/02/13,42
03/03/13,46
03/04/13,71
03/05/13,80
03/06/13,66
03/07/13,66
03/08/13,62
03/09/13,42
03/10/13,53
03/11/13,68
03/12/13,71
03/13/13,68
03/14/13,93
03/15/13,60
03/16/13,43
03/17/13,53
03/18/13,69
03/19/13,84
03/20/13,64
03/21/13,68
03/22/13,62
03/23/13,49
03/24/13,58
03/25/13,51
03/26/13,62
03/27/13,66
03/28/13,74
03/29/13,63
03/30/13,54
03/31/13,33
04/01/13,72
04/02/13,52
04/03/13,69
04/04/13,63
04/05/13,77
04/06/13,45
04/07/13,67
04/08/13,69
04/09/13,68
04/10/13,80
04/11/13,72
04/12/13,54
04/13/13,36
04/14/13,33
04/15/13,93
04/16/13,64
04/17/13,74
04/18/13,65
04/19/13,63
04/20/13,27
04/21/13,53
04/22/13,51
04/23/13,65
04/24/13,57
04/25/13,52
04/26/13,51
04/27/13,43
04/28/13,43
04/29/13,69
04/30/13,69
05/01/13,96
05/02/13,63
05/03/13,75
05/04/13,45
05/05/13,31
05/06/13,77
05/07/13,69
05/08/13,65
05/09/13,56
05/10/13,71
05/11/13,47
05/12/13,41
05/13/13,56
05/14/13,70
05/15/13,64
05/16/13,64
05/17/13,57
05/18/13,55
05/19/13,40
05/20/13,64
05/21/13,75
05/22/13,72
05/23/13,73
05/24/13,58
05/25/13,27
05/26/13,30
05/27/13,56
05/28/13,56
05/29/13,68
05/30/13,72
05/31/13,60
06/01/13,54
06/02/13,39
06/03/13,56
06/04/13,52
06/05/13,70
06/06/13,57
06/07/13,56
06/08/13,44
06/09/13,35
06/10/13,51
06/11/13,67
06/12/13,68
06/13/13,64
06/14/13,63
06/15/13,26
06/16/13,31
06/17/13,59
06/18/13,77
06/19/13,67
06/20/13,53
06/21/13,67
06/22/13,35
06/23/13,46
06/24/13,63
06/25/13,50
06/26/13,56
06/27/13,49
06/28/13,49
06/29/13,39
06/30/13,52
07/01/13,58
07/02/13,64
07/03/13,62
07/04/13,57
07/05/13,57
07/06/13,44
07/07/13,43
07/08/13,60
07/09/13,62
07/10/13,78
07/11/13,80
07/12/13,57
07/13/13,29
07/14/13,39
07/15/13,72
07/16/13,75
07/17/13,59
07/18/13,77
07/19/13,72
07/20/13,36
07/21/13,33
07/22/13,59
07/23/13,80
07/24/13,69
07/25/13,92
07/26/13,48
07/27/13,35
07/28/13,43
07/29/13,76
07/30/13,69
07/31/13,71
08/01/13,87
08/02/13,53
08/03/13,28
08/04/13,45
08/05/13,49
08/06/13,59
08/07/13,75
08/08/13,60
08/09/13,70
08/10/13,40
08/11/13,47
08/12/13,59
08/13/13,71
08/14/13,65
08/15/13,65
08/16/13,66
08/17/13,39
08/18/13,44
08/19/13,70
08/20/13,74
08/21/13,75
08/22/13,60
08/23/13,72
08/24/13,36
08/25/13,44
08/26/13,65
08/27/13,66
08/28/13,86
08/29/13,83
08/30/13,56
08/31/13,39
09/01/13,36
09/02/13,55
09/03/13,58
09/04/13,82
09/05/13,68
09/06/13,71
09/07/13,39
09/08/13,56
09/09/13,66
09/10/13,66
09/11/13,80
09/12/13,63
09/13/13,61
09/14/13,37
09/15/13,36
09/16/13,57
09/17/13,60
09/18/13,70
09/19/13,51
09/20/13,50
09/21/13,40
09/22/13,30
09/23/13,71
09/24/13,54
09/25/13,90
09/26/13,69
09/27/13,66
09/28/13,44
09/29/13,51
09/30/13,70
10/01/13,68
10/02/13,71
10/03/13,71
10/04/13,79
10/05/13,28
10/06/13,46
10/07/13,76
10/08/13,57
10/09/13,79
10/10/13,102
10/11/13,64
10/12/13,32
10/13/13,37
10/14/13,83
10/15/13,77
10/16/13,68
10/17/13,81
10/18/13,125
10/19/13,30
10/20/13,51
10/21/13,48
10/22/13,76
10/23/13,63
10/24/13,70
10/25/13,66
10/26/13,57
10/27/13,54
10/28/13,62
10/29/13,54
10/30/13,65
10/31/13,49
11/01/13,59
11/02/13,38
11/03/13,43
11/04/13,92
11/05/13,64
11/06/13,68
11/07/13,75
11/08/13,47
11/09/13,43
11/10/13,40
11/11/13,76
11/12/13,71
11/13/13,62
11/14/13,89
11/15/13,63
11/16/13,36
11/17/13,41
11/18/13,55
11/19/13,89
11/20/13,63
11/21/13,68
11/22/13,72
11/23/13,40
11/24/13,35
11/25/13,67
11/26/13,84
11/27/13,63
11/28/13,66
11/29/13,37
11/30/13,29
12/01/13,43
12/02/13,54
12/03/13,63
12/04/13,73
12/05/13,70
12/06/13,50
12/07/13,40
12/08/13,70
12/09/13,70
12/10/13,67
12/11/13,78
12/12/13,76
12/13/13,62
12/14/13,42
12/15/13,48
12/16/13,53
12/17/13,76
12/18/13,63
12/19/13,50
12/20/13,59
12/21/13,31
12/22/13,11
